knife,img,match,band,correlation
E28:E39,5,nonmatch,5-10,0.383814027250273
E28:E39,6,nonmatch,5-10,0.391327223562005
E28:E39,7,nonmatch,5-10,0.453633652218811
E28:E39,8,nonmatch,5-10,0.286824126688808
E28:E39,9,nonmatch,5-10,0.358519798308412
E28:E36,1,nonmatch,5-10,0.289034000081733
E28:E36,2,nonmatch,5-10,-0.036176156315462
E28:E36,3,nonmatch,5-10,-0.097152526903539
E28:E36,4,nonmatch,5-10,-0.171306169984308
E28:E36,5,nonmatch,5-10,0.124497926388822
E28:E36,6,nonmatch,5-10,-0.120589812087213
E28:E36,7,nonmatch,5-10,0.008344397514763
E28:E36,8,nonmatch,5-10,0.022104559238716
E28:E36,9,nonmatch,5-10,0.266521657603575
E28:E34,1,nonmatch,5-10,0.141056327015494
E28:E34,2,nonmatch,5-10,0.198889047870963
E28:E34,3,nonmatch,5-10,0.156045945527975
E28:E34,4,nonmatch,5-10,-0.103098709547726
E28:E34,5,nonmatch,5-10,0.126271769364039
E28:E34,6,nonmatch,5-10,0.248548111691035
E28:E34,7,nonmatch,5-10,-0.042521076098848
E28:E34,8,nonmatch,5-10,0.339097643075059
E28:E34,9,nonmatch,5-10,0.070784786693499
E28:E27,1,nonmatch,5-10,0.057674254843596
E28:E27,2,nonmatch,5-10,-0.090240069333367
E28:E27,3,nonmatch,5-10,0.014398459014617
E28:E27,4,nonmatch,5-10,-0.194267835665268
E28:E27,5,nonmatch,5-10,0.128541797569145
E28:E27,6,nonmatch,5-10,-0.116966528437273
E28:E27,7,nonmatch,5-10,-0.028722024702219
E28:E27,8,nonmatch,5-10,0.510209497857023
E28:E27,9,nonmatch,5-10,0.431679334941985
E28:E24,1,nonmatch,5-10,-0.044905025472875
E28:E24,2,nonmatch,5-10,0.063723135342786
E28:E24,3,nonmatch,5-10,0.168415441673453
E28:E24,4,nonmatch,5-10,0.397346795924745
E28:E24,5,nonmatch,5-10,0.252273431883367
E28:E24,6,nonmatch,5-10,0.172082002549465
E28:E24,7,nonmatch,5-10,0.267022024133146
E28:E24,8,nonmatch,5-10,0.116987452175616
E28:E24,9,nonmatch,5-10,-0.121942233263796
E27:E10,1,nonmatch,5-10,-0.040661360388432
E27:E10,2,nonmatch,5-10,-0.030521303031534
E27:E10,3,nonmatch,5-10,0.106090293135805
E27:E10,4,nonmatch,5-10,-0.042651939021716
E27:E10,5,nonmatch,5-10,-0.076682985596975
E27:E10,6,nonmatch,5-10,-0.210809466385662
E27:E10,7,nonmatch,5-10,-0.287836028843349
E27:E10,8,nonmatch,5-10,0.077245647082905
E27:E10,9,nonmatch,5-10,-0.022394327779986
E27:T10,1,nonmatch,5-10,-0.055751090202271
E27:T10,2,nonmatch,5-10,0.354701262823427
E27:T10,3,nonmatch,5-10,0.413593718071539
E27:T10,4,nonmatch,5-10,0.134058376892994
E27:T10,5,nonmatch,5-10,0.331247643975763
E27:T10,6,nonmatch,5-10,0.341882907308226
E27:T10,7,nonmatch,5-10,0.100333206677091
E27:T10,8,nonmatch,5-10,0.265434586504329
E27:T10,9,nonmatch,5-10,0.277750493460219
E27:E48,1,nonmatch,5-10,0.59831964809578
E27:E48,2,nonmatch,5-10,0.393710320603502
E27:E48,3,nonmatch,5-10,0.493090857408999
E27:E48,4,nonmatch,5-10,0.336558653207123
E27:E48,5,nonmatch,5-10,-0.010436938566811
E27:E48,6,nonmatch,5-10,0.238263169640393
E27:E48,7,nonmatch,5-10,0.250835906956198
E27:E48,8,nonmatch,5-10,0.386590369306493
E27:E48,9,nonmatch,5-10,0.390972784228313
E27:E39,1,nonmatch,5-10,-0.255790831086558
E27:E39,2,nonmatch,5-10,-0.170992066212274
E27:E39,3,nonmatch,5-10,-0.246819360680943
E27:E39,4,nonmatch,5-10,-0.120357762489354
E27:E39,5,nonmatch,5-10,0.504466865282515
E27:E39,6,nonmatch,5-10,0.041597249928812
E27:E39,7,nonmatch,5-10,-0.040326236968941
E27:E39,8,nonmatch,5-10,0.086999837963448
E27:E39,9,nonmatch,5-10,0.26637169424182
E27:E36,1,nonmatch,5-10,-0.125131610322711
E27:E36,2,nonmatch,5-10,0.387681626127565
E27:E36,3,nonmatch,5-10,0.37566411813543
E27:E36,4,nonmatch,5-10,0.43949895981585
E27:E36,5,nonmatch,5-10,0.17264020041735
E27:E36,6,nonmatch,5-10,0.396419333186445
E27:E36,7,nonmatch,5-10,0.460736865257813
E27:E36,8,nonmatch,5-10,0.321034930902036
E27:E36,9,nonmatch,5-10,0.502490427540936
E27:E34,1,nonmatch,5-10,0.134917040899828
E27:E34,2,nonmatch,5-10,0.125768906276667
E27:E34,3,nonmatch,5-10,0.142105933103748
E27:E34,4,nonmatch,5-10,0.305906555813024
E27:E34,5,nonmatch,5-10,-0.03847821965083
E27:E34,6,nonmatch,5-10,0.166200242288074
E27:E34,7,nonmatch,5-10,0.070136866951533
E27:E34,8,nonmatch,5-10,0.311568926789311
E27:E34,9,nonmatch,5-10,0.371370369917832
E27:E28,1,nonmatch,5-10,0.188467657489249
E27:E28,2,nonmatch,5-10,-0.053723773965043
E27:E28,3,nonmatch,5-10,0.001075888896966
E27:E28,4,nonmatch,5-10,-0.071016560194193
E27:E28,5,nonmatch,5-10,0.119944845504022
E27:E28,6,nonmatch,5-10,-0.100166206207471
E27:E28,7,nonmatch,5-10,0.040319561116756
E27:E28,8,nonmatch,5-10,0.530651141606389
E27:E28,9,nonmatch,5-10,0.390832386637081
E27:E24,1,nonmatch,5-10,0.2828149855268
E27:E24,2,nonmatch,5-10,0.36510062946769
E27:E24,3,nonmatch,5-10,0.363760545805598
E27:E24,4,nonmatch,5-10,0.24752582760228
E27:E24,5,nonmatch,5-10,0.479540467196566
E27:E24,6,nonmatch,5-10,0.025096459194576
E27:E24,7,nonmatch,5-10,0.044971208984286
E27:E24,8,nonmatch,5-10,0.236073648490882
E27:E24,9,nonmatch,5-10,0.130603064065223
E24:E10,1,nonmatch,5-10,-0.219744105926763
E24:E10,2,nonmatch,5-10,0.184381507852121
E24:E10,3,nonmatch,5-10,0.48408249758403
E24:E10,4,nonmatch,5-10,0.323848275644204
E24:E10,5,nonmatch,5-10,0.320535297408669
E24:E10,6,nonmatch,5-10,0.2003900361963
E24:E10,7,nonmatch,5-10,0.310767925024398
E24:E10,8,nonmatch,5-10,0.370612071027444
E24:E10,9,nonmatch,5-10,0.093604384646524
E24:T10,1,nonmatch,5-10,0.286329202085544
E24:T10,2,nonmatch,5-10,0.342861430691907
E24:T10,3,nonmatch,5-10,0.198321179159601
E24:T10,4,nonmatch,5-10,0.312228272676139
E24:T10,5,nonmatch,5-10,0.291530758785612
E24:T10,6,nonmatch,5-10,-0.133451795338332
E24:T10,7,nonmatch,5-10,0.015441663910892
E24:T10,8,nonmatch,5-10,0.107223212388651
E24:T10,9,nonmatch,5-10,0.23569446335342
E24:E48,1,nonmatch,5-10,0.23924526327074
E24:E48,2,nonmatch,5-10,0.191640246019016
E24:E48,3,nonmatch,5-10,0.237907768141085
E24:E48,4,nonmatch,5-10,0.210699417429161
E24:E48,5,nonmatch,5-10,0.110170910047625
E24:E48,6,nonmatch,5-10,-0.011595016652593
E24:E48,7,nonmatch,5-10,0.169966674045646
E24:E48,8,nonmatch,5-10,0.046978244598789
E24:E48,9,nonmatch,5-10,0.350648029010025
E24:E39,1,nonmatch,5-10,-0.202187173457872
E24:E39,2,nonmatch,5-10,-0.093092661829669
E24:E39,3,nonmatch,5-10,-0.006753670630341
E24:E39,4,nonmatch,5-10,0.397863972048669
E24:E39,5,nonmatch,5-10,0.36305855164598
E24:E39,6,nonmatch,5-10,0.493407721489964
E24:E39,7,nonmatch,5-10,0.214101028210304
E24:E39,8,nonmatch,5-10,-0.225582642458069
E24:E39,9,nonmatch,5-10,-0.140406693170348
E24:E36,1,nonmatch,5-10,0.133525247539942
E24:E36,2,nonmatch,5-10,0.15480104961314
E24:E36,3,nonmatch,5-10,-0.108042210152263
E24:E36,4,nonmatch,5-10,0.34399407734708
E24:E36,5,nonmatch,5-10,0.273452305026129
E24:E36,6,nonmatch,5-10,0.341332013884479
E24:E36,7,nonmatch,5-10,0.311262012633746
E24:E36,8,nonmatch,5-10,0.283519605791408
E24:E36,9,nonmatch,5-10,0.197676345123306
E24:E34,1,nonmatch,5-10,0.268200466543481
E24:E34,2,nonmatch,5-10,0.393431013609811
E24:E34,3,nonmatch,5-10,0.055648449858213
E24:E34,4,nonmatch,5-10,0.249240534464328
E24:E34,5,nonmatch,5-10,0.235178202220204
E24:E34,6,nonmatch,5-10,0.139662135883505
E24:E34,7,nonmatch,5-10,-0.064487836759724
E24:E34,8,nonmatch,5-10,-0.196576167684238
E24:E34,9,nonmatch,5-10,0.205764143123825
E24:E28,1,nonmatch,5-10,-0.017148312185424
E24:E28,2,nonmatch,5-10,0.126833917631988
E24:E28,3,nonmatch,5-10,0.15659620485387
E24:E28,4,nonmatch,5-10,0.476578022141279
E24:E28,5,nonmatch,5-10,0.192051871262926
E24:E28,6,nonmatch,5-10,0.304565331426227
E24:E28,7,nonmatch,5-10,0.304315231991036
E24:E28,8,nonmatch,5-10,0.202870322117319
E24:E28,9,nonmatch,5-10,-0.073848233400064
E24:E27,1,nonmatch,5-10,0.272165507049619
E24:E27,2,nonmatch,5-10,0.342619950635432
E24:E27,3,nonmatch,5-10,0.396373238345157
E24:E27,4,nonmatch,5-10,0.229647733387921
E24:E27,5,nonmatch,5-10,0.533863052014925
E24:E27,6,nonmatch,5-10,0.129895479089539
E24:E27,7,nonmatch,5-10,0.097162439900025
E24:E27,8,nonmatch,5-10,0.243199854065164
E24:E27,9,nonmatch,5-10,0.17805797409869
E10:E10,1,match,10-20,0.850245029183973
E10:E10,2,match,10-20,0.763370175999168
E10:E10,3,match,10-20,0.783276989185606
E10:E10,4,match,10-20,0.82095473137184
E10:E10,5,match,10-20,0.854360706763279
E10:E10,6,match,10-20,0.847048489895539
E10:E10,7,match,10-20,0.839508730160997
E10:E10,8,match,10-20,0.896274819565651
E10:E10,9,match,10-20,0.897693246453626
T10:T10,1,match,10-20,0.74920529595676
T10:T10,2,match,10-20,0.798662562169916
T10:T10,3,match,10-20,0.779165692360168
T10:T10,4,match,10-20,0.705473724754858
T10:T10,5,match,10-20,0.676593999232928
T10:T10,6,match,10-20,0.645488858200265
T10:T10,7,match,10-20,0.690870909845807
T10:T10,8,match,10-20,0.661518198094262
T10:T10,9,match,10-20,0.636757248148935
E48:E48,1,match,10-20,0.867675981712681
E48:E48,2,match,10-20,0.852961297515046
E48:E48,3,match,10-20,0.864671361058988
E48:E48,4,match,10-20,0.913326630878047
E48:E48,5,match,10-20,0.963369044713282
E48:E48,6,match,10-20,0.958634912005605
E48:E48,7,match,10-20,0.934179394978549
E48:E48,8,match,10-20,0.924155361855119
E48:E48,9,match,10-20,0.873208806970696
E39:E39,1,match,10-20,0.804638827770071
E39:E39,2,match,10-20,0.774666916002571
E39:E39,3,match,10-20,0.602196431621773
E39:E39,4,match,10-20,0.611779959361139
E39:E39,5,match,10-20,0.467128617535533
E39:E39,6,match,10-20,0.730102090594253
E39:E39,7,match,10-20,0.816268528900414
E39:E39,8,match,10-20,0.762325659007803
E39:E39,9,match,10-20,0.770461166392247
E36:E36,1,match,10-20,0.809965501090481
E36:E36,2,match,10-20,0.767716655103384
E36:E36,3,match,10-20,0.731300596116634
E36:E36,4,match,10-20,0.829323413516875
E36:E36,5,match,10-20,0.780217068852011
E36:E36,6,match,10-20,0.808502487647056
E36:E36,7,match,10-20,0.80566264750033
E36:E36,8,match,10-20,0.889856125290851
E36:E36,9,match,10-20,0.893694322238573
E34:E34,1,match,10-20,0.79863016615948
E34:E34,2,match,10-20,0.814023881396468
E34:E34,3,match,10-20,0.782836662836736
E34:E34,4,match,10-20,0.772728621274343
E34:E34,5,match,10-20,0.830955815739641
E34:E34,6,match,10-20,0.868076205467434
E34:E34,7,match,10-20,0.895718287936844
E34:E34,8,match,10-20,0.848963927161864
E34:E34,9,match,10-20,0.857796932100927
E28:E28,1,match,10-20,0.751576400302042
E28:E28,2,match,10-20,0.733350547224291
E28:E28,3,match,10-20,0.780281288645357
E28:E28,4,match,10-20,0.831511603388375
E28:E28,5,match,10-20,0.781211027020207
E28:E28,6,match,10-20,0.649311585641362
E28:E28,7,match,10-20,0.690140380568156
E28:E28,8,match,10-20,0.755155304123857
E28:E28,9,match,10-20,0.639638556914503
E27:E27,1,match,10-20,0.737731125668531
E27:E27,2,match,10-20,0.669578738367963
E27:E27,3,match,10-20,0.797008951024763
E27:E27,4,match,10-20,0.777882024548644
E27:E27,5,match,10-20,0.844307997589015
E27:E27,6,match,10-20,0.855170313966255
E27:E27,7,match,10-20,0.814107387542861
E27:E27,8,match,10-20,0.808868256487672
E27:E27,9,match,10-20,0.825297604257572
E24:E24,1,match,10-20,0.876472372025024
E24:E24,2,match,10-20,0.846639968621979
E24:E24,3,match,10-20,0.827876952512989
E24:E24,4,match,10-20,0.823657094620939
E24:E24,5,match,10-20,0.833099491431756
E24:E24,6,match,10-20,0.76879026922003
E24:E24,7,match,10-20,0.674292448917563
E24:E24,8,match,10-20,0.597818417464955
E24:E24,9,match,10-20,0.762618961808755
E10:T10,1,nonmatch,10-20,-0.021453434720873
E10:T10,2,nonmatch,10-20,0.154858715972245
E10:T10,3,nonmatch,10-20,0.206081554611218
E10:T10,4,nonmatch,10-20,0.267051492985393
E10:T10,5,nonmatch,10-20,0.32955137848403
E10:T10,6,nonmatch,10-20,0.234807621776318
E10:T10,7,nonmatch,10-20,0.248223947731126
E10:T10,8,nonmatch,10-20,0.084400842293022
E10:T10,9,nonmatch,10-20,0.038036777209173
E10:E48,1,nonmatch,10-20,0.164173308676966
E10:E48,2,nonmatch,10-20,0.090572708771899
E10:E48,3,nonmatch,10-20,0.227826239642479
E10:E48,4,nonmatch,10-20,0.1263360056657
E10:E48,5,nonmatch,10-20,0.101591444331348
E10:E48,6,nonmatch,10-20,0.176835905278406
E10:E48,7,nonmatch,10-20,0.182967711585382
E10:E48,8,nonmatch,10-20,0.179312070210073
E10:E48,9,nonmatch,10-20,0.11235933304286
E10:E39,1,nonmatch,10-20,0.231675443669165
E10:E39,2,nonmatch,10-20,0.172378866845446
E10:E39,3,nonmatch,10-20,0.152872893816116
E10:E39,4,nonmatch,10-20,0.250654983814476
E10:E39,5,nonmatch,10-20,0.218569996359069
E10:E39,6,nonmatch,10-20,0.175905682789209
E10:E39,7,nonmatch,10-20,0.377989943889858
E10:E39,8,nonmatch,10-20,0.32059121068462
E10:E39,9,nonmatch,10-20,0.311973844445002
E10:E36,1,nonmatch,10-20,0.016824511680906
E10:E36,2,nonmatch,10-20,0.156482152941548
E10:E36,3,nonmatch,10-20,-0.010515871667594
E10:E36,4,nonmatch,10-20,-0.015939262428718
E10:E36,5,nonmatch,10-20,0.047061463590737
E10:E36,6,nonmatch,10-20,0.085380173456868
E10:E36,7,nonmatch,10-20,0.046910209713448
E10:E36,8,nonmatch,10-20,-0.035126326015529
E10:E36,9,nonmatch,10-20,0.059238468896929
E10:E34,1,nonmatch,10-20,0.154656891675321
E10:E34,2,nonmatch,10-20,0.092093710284033
E10:E34,3,nonmatch,10-20,0.181596685519718
E10:E34,4,nonmatch,10-20,0.206815930897859
E10:E34,5,nonmatch,10-20,0.202263191509287
E10:E34,6,nonmatch,10-20,0.320193829853442
E10:E34,7,nonmatch,10-20,0.256205947820881
E10:E34,8,nonmatch,10-20,0.156524195887385
E10:E34,9,nonmatch,10-20,0.161720754332026
E10:E28,1,nonmatch,10-20,0.132785290991876
E10:E28,2,nonmatch,10-20,0.162431871337143
E10:E28,3,nonmatch,10-20,0.225589190978672
E10:E28,4,nonmatch,10-20,0.218342486433424
E10:E28,5,nonmatch,10-20,0.254680846874841
E10:E28,6,nonmatch,10-20,0.263652017832086
E10:E28,7,nonmatch,10-20,0.112721586143585
E10:E28,8,nonmatch,10-20,0.195386904733625
E10:E28,9,nonmatch,10-20,0.02542155953719
E10:E27,1,nonmatch,10-20,0.080259119175365
E10:E27,2,nonmatch,10-20,0.082827404003512
E10:E27,3,nonmatch,10-20,0.172469906915639
E10:E27,4,nonmatch,10-20,0.204958767713794
E10:E27,5,nonmatch,10-20,0.217208507167351
E10:E27,6,nonmatch,10-20,0.124021678689583
E10:E27,7,nonmatch,10-20,0.227519483450072
E10:E27,8,nonmatch,10-20,0.083381791381383
E10:E27,9,nonmatch,10-20,0.012716925595178
E10:E24,1,nonmatch,10-20,-0.018050870710804
E10:E24,2,nonmatch,10-20,0.120548624251339
E10:E24,3,nonmatch,10-20,0.27506076872637
E10:E24,4,nonmatch,10-20,0.229833640437403
E10:E24,5,nonmatch,10-20,0.255967311518478
E10:E24,6,nonmatch,10-20,0.212164525039623
E10:E24,7,nonmatch,10-20,0.212914678623342
E10:E24,8,nonmatch,10-20,0.156580284108384
E10:E24,9,nonmatch,10-20,0.160171438726597
T10:E10,1,nonmatch,10-20,0.142081646382659
T10:E10,2,nonmatch,10-20,0.109437517956392
T10:E10,3,nonmatch,10-20,0.163452105544081
T10:E10,4,nonmatch,10-20,0.116992757867636
T10:E10,5,nonmatch,10-20,0.306154954643605
T10:E10,6,nonmatch,10-20,0.22530618967644
T10:E10,7,nonmatch,10-20,0.238680745276057
T10:E10,8,nonmatch,10-20,0.146804066839644
T10:E10,9,nonmatch,10-20,0.151634207437101
T10:E48,1,nonmatch,10-20,0.153885333403578
T10:E48,2,nonmatch,10-20,0.407528254391433
T10:E48,3,nonmatch,10-20,0.393541053043246
T10:E48,4,nonmatch,10-20,0.310271546350934
T10:E48,5,nonmatch,10-20,0.345834186591833
T10:E48,6,nonmatch,10-20,0.189937097525373
T10:E48,7,nonmatch,10-20,0.317185604276049
T10:E48,8,nonmatch,10-20,0.252651361671102
T10:E48,9,nonmatch,10-20,0.216331732706602
T10:E39,1,nonmatch,10-20,0.172543019977615
T10:E39,2,nonmatch,10-20,0.164725199475873
T10:E39,3,nonmatch,10-20,0.169426243372569
T10:E39,4,nonmatch,10-20,0.006463676375439
T10:E39,5,nonmatch,10-20,0.113594103670762
T10:E39,6,nonmatch,10-20,0.12361094845233
T10:E39,7,nonmatch,10-20,0.232430721195657
T10:E39,8,nonmatch,10-20,0.243944352934479
T10:E39,9,nonmatch,10-20,0.126902504690484
T10:E36,1,nonmatch,10-20,0.186374978431279
T10:E36,2,nonmatch,10-20,0.382501438561037
T10:E36,3,nonmatch,10-20,0.069642189114881
T10:E36,4,nonmatch,10-20,0.176477815702623
T10:E36,5,nonmatch,10-20,0.349160838276942
T10:E36,6,nonmatch,10-20,0.353699572942325
T10:E36,7,nonmatch,10-20,0.295637564725453
T10:E36,8,nonmatch,10-20,0.321453882972863
T10:E36,9,nonmatch,10-20,0.289287070504947
T10:E34,1,nonmatch,10-20,0.204374641868838
T10:E34,2,nonmatch,10-20,0.395779181337625
T10:E34,3,nonmatch,10-20,0.377792997002446
T10:E34,4,nonmatch,10-20,0.393454323651451
T10:E34,5,nonmatch,10-20,0.228742855464001
T10:E34,6,nonmatch,10-20,0.223084588122228
T10:E34,7,nonmatch,10-20,0.369096227635881
T10:E34,8,nonmatch,10-20,0.471343817712831
T10:E34,9,nonmatch,10-20,0.28894998158932
T10:E28,1,nonmatch,10-20,0.251671553098221
T10:E28,2,nonmatch,10-20,0.262919545614255
T10:E28,3,nonmatch,10-20,0.241460372794567
T10:E28,4,nonmatch,10-20,0.214984202544481
T10:E28,5,nonmatch,10-20,0.423506829761942
T10:E28,6,nonmatch,10-20,0.309501768409292
T10:E28,7,nonmatch,10-20,0.214999751069194
T10:E28,8,nonmatch,10-20,0.297788908519483
T10:E28,9,nonmatch,10-20,0.301676110352473
T10:E27,1,nonmatch,10-20,0.376800501219624
T10:E27,2,nonmatch,10-20,0.354442861549338
T10:E27,3,nonmatch,10-20,0.239188515523788
T10:E27,4,nonmatch,10-20,0.154606287669403
T10:E27,5,nonmatch,10-20,0.364952454422162
T10:E27,6,nonmatch,10-20,0.426187201301219
T10:E27,7,nonmatch,10-20,0.243779849088996
T10:E27,8,nonmatch,10-20,0.335616330813314
T10:E27,9,nonmatch,10-20,0.21386672560924
T10:E24,1,nonmatch,10-20,0.22511858816617
T10:E24,2,nonmatch,10-20,0.357189426581491
T10:E24,3,nonmatch,10-20,0.302120051913446
T10:E24,4,nonmatch,10-20,0.345230914575393
T10:E24,5,nonmatch,10-20,0.411417040698839
T10:E24,6,nonmatch,10-20,0.3831959888856
T10:E24,7,nonmatch,10-20,0.114812012984224
T10:E24,8,nonmatch,10-20,0.11890722678813
T10:E24,9,nonmatch,10-20,0.203091801710986
E48:E10,1,nonmatch,10-20,0.225938022336879
E48:E10,2,nonmatch,10-20,0.162019296036922
E48:E10,3,nonmatch,10-20,0.227324266209621
E48:E10,4,nonmatch,10-20,0.156573732110879
E48:E10,5,nonmatch,10-20,0.066687993379776
E48:E10,6,nonmatch,10-20,0.096791437597622
E48:E10,7,nonmatch,10-20,0.096548421439946
E48:E10,8,nonmatch,10-20,0.145281612299239
E48:E10,9,nonmatch,10-20,0.124674597915994
E48:T10,1,nonmatch,10-20,0.114580305209117
E48:T10,2,nonmatch,10-20,0.409937834006922
E48:T10,3,nonmatch,10-20,0.35612973223207
E48:T10,4,nonmatch,10-20,0.257405979345412
E48:T10,5,nonmatch,10-20,0.28669138925934
E48:T10,6,nonmatch,10-20,0.315148303786359
E48:T10,7,nonmatch,10-20,0.34149676788417
E48:T10,8,nonmatch,10-20,0.299942809511344
E48:T10,9,nonmatch,10-20,0.343370865300872
E48:E39,1,nonmatch,10-20,0.07862253640742
E48:E39,2,nonmatch,10-20,0.089131926005197
E48:E39,3,nonmatch,10-20,0.023098285659948
E48:E39,4,nonmatch,10-20,0.054420068815171
E48:E39,5,nonmatch,10-20,0.153628754113208
E48:E39,6,nonmatch,10-20,0.258215067069019
E48:E39,7,nonmatch,10-20,0.23338142883345
E48:E39,8,nonmatch,10-20,0.350701710458228
E48:E39,9,nonmatch,10-20,0.269450078992163
E48:E36,1,nonmatch,10-20,0.385957879176099
E48:E36,2,nonmatch,10-20,0.245972634577702
E48:E36,3,nonmatch,10-20,0.25646860358296
E48:E36,4,nonmatch,10-20,0.294939836151164
E48:E36,5,nonmatch,10-20,0.374671376432886
E48:E36,6,nonmatch,10-20,0.513913158286543
E48:E36,7,nonmatch,10-20,0.421752580531948
E48:E36,8,nonmatch,10-20,0.355402892728671
E48:E36,9,nonmatch,10-20,0.304408813461991
E48:E34,1,nonmatch,10-20,0.359577175947817
E48:E34,2,nonmatch,10-20,0.3536961681063
E48:E34,3,nonmatch,10-20,0.287797696278901
E48:E34,4,nonmatch,10-20,0.352174662113183
E48:E34,5,nonmatch,10-20,0.454838257093293
E48:E34,6,nonmatch,10-20,0.284542789880446
E48:E34,7,nonmatch,10-20,0.289097942878192
E48:E34,8,nonmatch,10-20,0.308071130983415
E48:E34,9,nonmatch,10-20,0.329020064528485
E48:E28,1,nonmatch,10-20,0.150348372405127
E48:E28,2,nonmatch,10-20,0.138794555906796
E48:E28,3,nonmatch,10-20,0.07810283364499
E48:E28,4,nonmatch,10-20,0.259237839295696
E48:E28,5,nonmatch,10-20,0.172273514034892
E48:E28,6,nonmatch,10-20,0.305271937529644
E48:E28,7,nonmatch,10-20,0.234925671189764
E48:E28,8,nonmatch,10-20,0.286858581346381
E48:E28,9,nonmatch,10-20,0.315446621801911
E48:E27,1,nonmatch,10-20,0.325064162144417
E48:E27,2,nonmatch,10-20,0.241468536790359
E48:E27,3,nonmatch,10-20,0.166703389947771
E48:E27,4,nonmatch,10-20,0.41884135993152
E48:E27,5,nonmatch,10-20,0.368118411562128
E48:E27,6,nonmatch,10-20,0.341334621232566
E48:E27,7,nonmatch,10-20,0.379133650047365
E48:E27,8,nonmatch,10-20,0.36088981536565
E48:E27,9,nonmatch,10-20,0.285101204699251
E48:E24,1,nonmatch,10-20,0.169003575647586
E48:E24,2,nonmatch,10-20,0.2353278816093
E48:E24,3,nonmatch,10-20,0.296569202880177
E48:E24,4,nonmatch,10-20,0.405919617461677
E48:E24,5,nonmatch,10-20,0.317329012769454
E48:E24,6,nonmatch,10-20,0.124509942371335
E48:E24,7,nonmatch,10-20,0.091788093634939
E48:E24,8,nonmatch,10-20,0.110414217645574
E48:E24,9,nonmatch,10-20,0.040997020375735
E39:E10,1,nonmatch,10-20,0.28321832271461
E39:E10,2,nonmatch,10-20,0.209863918987561
E39:E10,3,nonmatch,10-20,0.255179816775344
E39:E10,4,nonmatch,10-20,0.35506752849891
E39:E10,5,nonmatch,10-20,0.231553246067759
E39:E10,6,nonmatch,10-20,0.261722634629978
E39:E10,7,nonmatch,10-20,0.360562523343189
E39:E10,8,nonmatch,10-20,0.271245727646539
E39:E10,9,nonmatch,10-20,0.221002557475257
E39:T10,1,nonmatch,10-20,0.124365141407383
E39:T10,2,nonmatch,10-20,0.248832408382627
E39:T10,3,nonmatch,10-20,0.246549110104336
E39:T10,4,nonmatch,10-20,0.238416731966415
E39:T10,5,nonmatch,10-20,0.258582894429028
E39:T10,6,nonmatch,10-20,0.228733912748914
E39:T10,7,nonmatch,10-20,0.242976165631617
E39:T10,8,nonmatch,10-20,0.298195801588095
E39:T10,9,nonmatch,10-20,-0.017113921006527
E39:E48,1,nonmatch,10-20,0.115315170001903
E39:E48,2,nonmatch,10-20,0.115864888339928
E39:E48,3,nonmatch,10-20,0.130857021751403
E39:E48,4,nonmatch,10-20,0.126207792815854
E39:E48,5,nonmatch,10-20,0.18040355749009
E39:E48,6,nonmatch,10-20,0.306886738528994
E39:E48,7,nonmatch,10-20,0.250953536152999
E39:E48,8,nonmatch,10-20,0.383055629493088
E39:E48,9,nonmatch,10-20,0.228750535741811
E39:E36,1,nonmatch,10-20,-0.007523570020794
E39:E36,2,nonmatch,10-20,0.136833190327372
E39:E36,3,nonmatch,10-20,-0.106714822004219
E39:E36,4,nonmatch,10-20,0.08252897084221
E39:E36,5,nonmatch,10-20,0.100397978586448
E39:E36,6,nonmatch,10-20,0.197463653121514
E39:E36,7,nonmatch,10-20,0.038614980701508
E39:E36,8,nonmatch,10-20,0.069179350074465
E39:E36,9,nonmatch,10-20,0.266770821962816
E39:E34,1,nonmatch,10-20,0.035758511637471
E39:E34,2,nonmatch,10-20,0.134611225303911
E39:E34,3,nonmatch,10-20,0.208195410138057
E39:E34,4,nonmatch,10-20,0.269563091214672
E39:E34,5,nonmatch,10-20,0.26672624644209
E39:E34,6,nonmatch,10-20,0.39229799117773
E39:E34,7,nonmatch,10-20,0.15435686842934
E39:E34,8,nonmatch,10-20,0.212256571637563
E39:E34,9,nonmatch,10-20,0.210871711665451
E39:E28,1,nonmatch,10-20,0.291299636756222
E39:E28,2,nonmatch,10-20,0.22082412155636
E39:E28,3,nonmatch,10-20,0.181002504770356
E39:E28,4,nonmatch,10-20,0.34350172824362
E39:E28,5,nonmatch,10-20,0.228632462982255
E39:E28,6,nonmatch,10-20,0.394325635430041
E39:E28,7,nonmatch,10-20,0.254992438561139
E39:E28,8,nonmatch,10-20,0.370596031853325
E39:E28,9,nonmatch,10-20,0.251386695279131
E39:E27,1,nonmatch,10-20,0.19959099499544
E39:E27,2,nonmatch,10-20,0.143201101041174
E39:E27,3,nonmatch,10-20,0.18734286515469
E39:E27,4,nonmatch,10-20,0.241415215076381
E39:E27,5,nonmatch,10-20,0.251152400582156
E39:E27,6,nonmatch,10-20,0.307638471084439
E39:E27,7,nonmatch,10-20,0.178318381648775
E39:E27,8,nonmatch,10-20,0.183036700629302
E39:E27,9,nonmatch,10-20,0.272406180819661
E39:E24,1,nonmatch,10-20,0.006125852950424
E39:E24,2,nonmatch,10-20,0.142101119818391
E39:E24,3,nonmatch,10-20,0.128653739358214
